"Ano";"Mês";"Unidade";"cod Conta contábil";"desc Conta contábil";"Tipo Conta contábil";"cod Natureza da Receita";"desc Natureza da Receita";"Fonte";"Categ. Econ. Rec";"Origem";"Espécie";"Receita Local";"D1";"DD2";"D3";"Receita Arrecadada"
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11125003";"11125003 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1117 - IPTU TERRITORIAL - PARCELAMENTO DÍVIDA ATIVA JUDICIAL";"1112 - IMPOSTOS SOBRE O PATRIMÔNIO";"111250 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";"1112500 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";42388,31
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11125003";"11125003 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1123 - IPTU PREDIAL - DÍVIDA ATIVA ADMINISTRATIVA";"1112 - IMPOSTOS SOBRE O PATRIMÔNIO";"111250 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";"1112500 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";837267,94
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11125003";"11125003 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1124 - IPTU PREDIAL - DÍVIDA ATIVA JUDICIAL";"1112 - IMPOSTOS SOBRE O PATRIMÔNIO";"111250 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";"1112500 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";788402,53
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11125003";"11125003 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1126 - IPTU PREDIAL - PARCELAMENTO DÍVIDA ATIVA ADMINISTRATIVA";"1112 - IMPOSTOS SOBRE O PATRIMÔNIO";"111250 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";"1112500 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";1319411,15
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11125003";"11125003 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1127 - IPTU PREDIAL - PARCELAMENTO DÍVIDA ATIVA JUDICIAL";"1112 - IMPOSTOS SOBRE O PATRIMÔNIO";"111250 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";"1112500 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";1007800,27
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11125004";"11125004 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JUROS";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"4113 - MULTA POR ATRASO IPTU - DÍVIDA ATIVA";"1112 - IMPOSTOS SOBRE O PATRIMÔNIO";"111250 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";"1112500 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";614388,49
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11125004";"11125004 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIVA - MULTAS E JUROS";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"5113 - JUROS S/IPTU - DÍVIDA ATIVA";"1112 - IMPOSTOS SOBRE O PATRIMÔNIO";"111250 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";"1112500 - IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA";1997299,32
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11125301";"11125301 - IMPOSTOS SOBRE TRANSMISSÃO "INTER VIVOS" DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1211 - ITBI - EXERCÍCIO";"1112 - IMPOSTOS SOBRE O PATRIMÔNIO";"111253 - IMPOSTOS SOBRE TRANSMISSÃO "INTER VIVOS" DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS";"1112530 - IMPOSTOS SOBRE TRANSMISSÃO "INTER VIVOS" DE BENS IMÓVEIS E DE DIREITOS REAIS SOBRE IMÓVEIS";9868034
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11130311";"11130311 - IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1467 - IMP. DE RENDA S/REND. DO TRABALHO";"1113 - IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA";"111303 - IMPOSTO SOBRE A RENDA - RETIDO NA FONTE";"1113031 - IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - TRABALHO";22424178,12
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11130341";"11130341 - IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1468 - IMP. DE RENDA S/OUTROS RENDIMENTOS";"1113 - IMPOSTOS SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA";"111303 - IMPOSTO SOBRE A RENDA - RETIDO NA FONTE";"1113034 - IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - OUTROS RENDIMENTOS";1280417,3
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11145111";"11145111 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1311 - ISS AUTÔNOMO - EXERCÍCIO";"1114 - IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"111451 - IMPOSTOS SOBRE SERVIÇOS";"1114511 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN";1311662,07
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11145111";"11145111 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1312 - ISS AUTÔNOMO - EXERCÍCIOS ANTERIORES";"1114 - IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"111451 - IMPOSTOS SOBRE SERVIÇOS";"1114511 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN";23295,5
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11145111";"11145111 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1315 - ISS AUTÔNOMO - PARCELAMENTO ADMINISTRATIVO";"1114 - IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"111451 - IMPOSTOS SOBRE SERVIÇOS";"1114511 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN";219,47
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11145111";"11145111 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1331 - ISS PRÓPRIO HOMOLOGADO - COMPETÊNCIA EXERCÍCIO";"1114 - IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"111451 - IMPOSTOS SOBRE SERVIÇOS";"1114511 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN";5670732,72
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11145111";"11145111 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1332 - ISS PRÓPRIO HOMOLOGADO - COMPETÊNCIA EX. ANTERIORES";"1114 - IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"111451 - IMPOSTOS SOBRE SERVIÇOS";"1114511 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN";125630,39
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11145111";"11145111 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1333 - ISS PRÓPRIO EXERCÍCIO - SIMPLES NACIONAL";"1114 - IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"111451 - IMPOSTOS SOBRE SERVIÇOS";"1114511 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN";1187473,46
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11145111";"11145111 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1334 - ISS PRÓPRIO EX. ANTERIOR - SIMPLES NACIONAL";"1114 - IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"111451 - IMPOSTOS SOBRE SERVIÇOS";"1114511 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN";22123168,86
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11145111";"11145111 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1335 - ISS PRÓPRIO EXERCÍCIO - NFS-E";"1114 - IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"111451 - IMPOSTOS SOBRE SERVIÇOS";"1114511 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN";41288565,45
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11145111";"11145111 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1336 - ISS PRÓPRIO EX. ANTERIOR - NFS-E";"1114 - IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"111451 - IMPOSTOS SOBRE SERVIÇOS";"1114511 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN";1185584,24
"2024";"1 - Janeiro";"150100 - SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA";"621210101";"RECEITA REALIZADA";"C";"11145111";"11145111 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL";"500 - RECURSOS NÃO VINCULADOS DE IMPOSTOS";"1 - RECEITAS CORRENTES";"1 - IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA";"1 - IMPOSTOS";"1341 - ISS FONTE HOMOLOGADO - COMPETÊNCIA EXERCÍCIO";"1114 - IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS";"111451 - IMPOSTOS SOBRE SERVIÇOS";"1114511 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN";5398693,62
